Eruption Number,Volcano Name,Eruption Category,Evidence Type,Evidence Method,VEI,Start Year,Start Month,Start Day,End Year,End Month,End Day
14905,Manam,Confirmed,Observations,Reported,2,1909,,,1914,,
18509,Pagan,Confirmed,Observations,Reported,2,1909,,,,,
11218,Irazu,Uncertain,Uncertain,Unspecified,2,1909,,,,,
10458,Colima,Confirmed,Observations,Reported,3,1908,12,18,1909,7,1
14467,Whakaari/White Island,Uncertain,Uncertain,Unspecified,2,1908,11,28,1908,12,6
13231,Zavodovski,Uncertain,Uncertain,Unspecified,1,1908,11,,,,
12141,Villarrica,Confirmed,Observations,Reported,2,1908,10,31,1908,12,12
14512,Okataina,Confirmed,Observations,Reported,1,1908,10,1,1908,10,1
15505,Kerinci,Confirmed,Observations,Reported,2,1908,10,,1909,,
17772,Asamayama,Confirmed,Observations,Reported,2,1908,8,5,1908,9,23
15120,Bagana,Confirmed,Observations,Reported,2,1908,7,15,,,
14876,Bam,Confirmed,Observations,Reported,2,1908,7,12,,,
13587,Soputan,Confirmed,Observations,Reported,2,1908,6,,1909,6,
13766,Etna,Confirmed,Observations,Reported,2,1908,4,29,1909,9,28
13155,Erebus,Confirmed,Observations,Reported,2,1908,3,,1908,11,
19838,Akutan,Confirmed,Observations,Reported,0,1908,2,22,,,
15561,Dempo,Confirmed,Observations,Reported,2,1908,2,16,1908,2,17
17771,Asamayama,Confirmed,Observations,Reported,2,1908,2,13,1908,2,19
17294,Asosan,Confirmed,Observations,Reported,2,1908,1,17,1908,1,29
13578,Semeru,Confirmed,Observations,Reported,2,1908,1,,1908,12,
15894,Merapi,Confirmed,Observations,Reported,1,1908,,,,,
14314,"Fournaise, Piton de la",Uncertain,Uncertain,Unspecified,0,1908,,,,,
15250,Ambrym,Confirmed,Observations,Reported,2,1908,,,,,
15293,Lopevi,Confirmed,Observations,Reported,2,1908,,,,,
20268,Augustine,Confirmed,Observations,Reported,1,1908,,,,,
19159,Karymsky,Confirmed,Observations,Reported,2,1908,,,,,
12312,Reclus,Confirmed,Observations,Reported,1,1908,,,,,
11912,Maipo,Uncertain,Uncertain,Unspecified,2,1908,,,,,
11590,Cotopaxi,Confirmed,Observations,Reported,1,1908,,,1914,,
15441,Marapi,Confirmed,Observations,Reported,2,1907,12,17,1908,9,
16045,Tengger Caldera,Confirmed,Observations,Reported,2,1907,12,14,1908,2,13
17293,Asosan,Confirmed,Observations,Reported,2,1907,12,12,,,
17499,Yakedake,Confirmed,Observations,Reported,2,1907,12,8,1909,6,1
14313,"Fournaise, Piton de la",Confirmed,Observations,Reported,0,1907,11,29,1907,12,5
16659,Gamalama,Confirmed,Observations,Reported,2,1907,11,17,1907,11,20
14050,Nyamulagira,Confirmed,Observations,Reported,3,1907,11,7,1907,12,5
14875,Bam,Confirmed,Observations,Reported,2,1907,11,,,,
14563,Tongariro,Confirmed,Observations,Reported,2,1907,11,,,,
10907,Telica,Confirmed,Observations,Reported,2,1907,11,,,,
16287,Lewotobi,Confirmed,Observations,Reported,3,1907,9,28,1907,10,30
11051,Concepcion,Confirmed,Observations,Reported,2,1907,9,,1910,,
16044,Tengger Caldera,Confirmed,Observations,Reported,2,1907,8,28,,,
17770,Asamayama,Confirmed,Observations,Reported,2,1907,8,24,1907,8,24
19432,Klyuchevskoy,Confirmed,Observations,Reported,2,1907,8,,,,
11953,"Azul, Cerro",Confirmed,Observations,Reported,2,1907,7,28,,,
13577,Semeru,Confirmed,Observations,Reported,2,1907,7,9,,,
14724,Unnamed,Confirmed,Observations,Reported,0,1907,7,,,,
13586,Soputan,Confirmed,Observations,Reported,2,1907,6,5,1907,6,25
13940,Alayta,Confirmed,Observations,Reported,2,1907,6,,1907,8,4
11589,Cotopaxi,Confirmed,Observations,Reported,2,1907,6,,,,
12140,Villarrica,Confirmed,Observations,Reported,2,1907,5,5,1907,5,26
12255,Calbuco,Confirmed,Observations,Reported,2,1907,4,22,,,
12187,Carran-Los Venados,Confirmed,Observations,Reported,3,1907,4,9,1908,2,
13043,Monaco Bank,Confirmed,Observations,Reported,0,1907,4,1,,,
14049,Nyamulagira,Confirmed,Observations,Reported,1,1907,4,,1907,5,
18941,Ksudach,Confirmed,Observations,Reported,5,1907,3,28,,,
11895,Tupungatito,Confirmed,Observations,Reported,2,1907,2,15,,,
13570,Tongariro,Confirmed,Observations,Reported,2,1907,2,,1907,5,
17769,Asamayama,Confirmed,Observations,Reported,2,1907,1,18,1907,3,28
10214,Mauna Loa,Confirmed,Observations,Reported,0,1907,1,9,1907,1,24
13576,Semeru,Confirmed,Observations,Reported,2,1907,1,7,1907,1,10
15542,Kaba,Confirmed,Observations,Reported,2,1907,,,,,
16882,Babuyan Claro,Confirmed,Observations,Reported,2,1907,,,,,
14983,Langila,Confirmed,Observations,Reported,2,1907,,,,,
14006,"Lengai, Ol Doinyo",Confirmed,Observations,Reported,0,1907,,,1910,8,4
19661,Kiska,Uncertain,Uncertain,Unspecified,2,1907,,,,,
11630,Ubinas,Confirmed,Observations,Reported,2,1907,,,,,
11980,"Chillan, Nevados de",Confirmed,Observations,Reported,1,1907,,,,,
12043,Llaima,Confirmed,Observations,Reported,2,1907,,,1908,3,
10075,Kilauea,Confirmed,Observations,Reported,0,1906,12,2,1924,2,
14749,Tofua,Confirmed,Observations,Reported,2,1906,12,,,,
11629,Ubinas,Confirmed,Observations,Reported,2,1906,10,,,,
16043,Tengger Caldera,Confirmed,Observations,Reported,2,1906,9,25,1907,5,18
15803,Sundoro,Confirmed,Observations,Reported,2,1906,9,22,1906,12,20
11588,Cotopaxi,Confirmed,Observations,Reported,2,1906,8,21,1906,9,19
11979,"Chillan, Nevados de",Confirmed,Observations,Reported,2,1906,8,6,1906,12,
13585,Soputan,Confirmed,Observations,Reported,2,1906,6,17,1906,9,
17292,Asosan,Confirmed,Observations,Reported,3,1906,6,7,,,
13931,Erta Ale,Confirmed,Observations,Reported,0,1906,5,,,,
16215,Rinjani,Confirmed,Observations,Reported,1,1906,4,29,,,
12139,Villarrica,Confirmed,Observations,Reported,2,1906,4,22,1906,12,
18312,Myojinsho,Confirmed,Observations,Reported,1,1906,4,7,1906,4,14
17768,Asamayama,Confirmed,Observations,Reported,2,1906,4,6,1906,4,6
14616,Ruapehu,Confirmed,Observations,Reported,2,1906,3,15,,,
19856,Bogoslof,Confirmed,Observations,Reported,3,1906,3,1,1907,9,1
13569,Tongariro,Confirmed,Observations,Reported,2,1906,3,,,,
14511,Okataina,Confirmed,Observations,Reported,1,1906,2,21,1906,2,21
15893,Merapi,Confirmed,Observations,Reported,2,1906,1,26,1907,2,17
11022,Masaya,Confirmed,Observations,Reported,2,1906,1,2,1906,1,9
14748,Tofua,Confirmed,Observations,Reported,2,1906,1,,1906,2,
14048,Nyamulagira,Uncertain,Uncertain,Unspecified,1,1906,,,,,
14095,Nyiragongo,Confirmed,Observations,Reported,1,1906,,,,,
20125,Pavlof,Confirmed,Observations,Reported,3,1906,,,1911,12,7
17633,Nemo Peak,Confirmed,Observations,Reported,2,1906,,,,,
18500,Asuncion,Confirmed,Observations,Reported,2,1906,,,,,
11329,Purace,Confirmed,Observations,Reported,2,1906,,,,,
12254,Calbuco,Confirmed,Observations,Reported,2,1906,,,,,
12268,Huequi,Confirmed,Observations,Reported,2,1906,,,1907,,
11952,"Azul, Cerro",Confirmed,Observations,Reported,2,1906,,,,,
16729,Kanlaon,Confirmed,Observations,Reported,2,1905,11,6,1906,1,16
15440,Marapi,Confirmed,Observations,Reported,2,1905,11,1,,,
16257,Inielika,Confirmed,Observations,Reported,2,1905,11,,1905,11,
11911,Maipo,Confirmed,Observations,Reported,2,1905,10,28,1905,10,30
17829,Kusatsu-Shiranesan,Confirmed,Observations,Reported,2,1905,10,,1905,10,
18569,Hokkaido-Komagatake,Confirmed,Observations,Reported,2,1905,8,19,1905,9,1
13575,Semeru,Confirmed,Observations,Reported,2,1905,8,4,,,
14816,Savaii,Confirmed,Observations,Reported,2,1905,8,4,1911,11,
14047,Nyamulagira,Confirmed,Observations,Reported,2,1905,7,22,1905,9,25
14510,Okataina,Confirmed,Observations,Reported,1,1905,6,17,1905,6,17
16504,Karangetang,Confirmed,Observations,Reported,2,1905,5,21,1905,5,22
10074,Kilauea,Confirmed,Observations,Reported,0,1905,2,22,1906,4,
14509,Okataina,Confirmed,Observations,Reported,1,1905,2,18,1905,2,23
14312,"Fournaise, Piton de la",Confirmed,Observations,Reported,2,1905,2,15,1905,2,16
11002,Momotombo,Confirmed,Observations,Reported,2,1905,1,16,1905,1,21
15892,Merapi,Confirmed,Observations,Reported,2,1905,1,,1905,6,1
10373,Socorro,Uncertain,Uncertain,Unspecified,2,1905,1,,,,
17985,Zaozan [Zaosan],Confirmed,Observations,Reported,1,1905,,,,,
15560,Dempo,Confirmed,Observations,Reported,0,1905,,,,,
16187,Batur,Confirmed,Observations,Reported,2,1905,,,,,
14094,Nyiragongo,Confirmed,Observations,Reported,1,1905,,,,,
13568,Tongariro,Confirmed,Observations,Reported,2,1905,,,,,
11587,Cotopaxi,Confirmed,Observations,Reported,2,1905,,,,,
12209,Puyehue-Cordon Caulle,Confirmed,Observations,Reported,2,1905,,,,,
13567,Tongariro,Confirmed,Observations,Reported,2,1904,11,22,,,
18446,Fukutoku-Oka-no-Ba,Confirmed,Observations,Reported,3,1904,11,14,1905,5,16
13930,Erta Ale,Uncertain,Uncertain,Unspecified,2,1904,11,1,,,
14903,Manam,Confirmed,Observations,Reported,3,1904,10,26,1904,10,27
16467,Mahawu,Confirmed,Observations,Reported,2,1904,10,4,,,
16549,Banua Wuhu,Confirmed,Observations,Reported,2,1904,8,27,,,
14311,"Fournaise, Piton de la",Confirmed,Observations,Reported,2,1904,8,19,1904,10,17
15081,Lolobau,Confirmed,Observations,Reported,4,1904,8,9,1905,10,18
17766,Asamayama,Confirmed,Observations,Reported,2,1904,8,4,1904,8,4
15740,Slamet,Confirmed,Observations,Reported,2,1904,7,14,1904,8,9
16378,Teon,Confirmed,Observations,Reported,2,1904,6,3,,,
11021,Masaya,Confirmed,Observations,Reported,2,1904,5,,1904,6,
16485,Ruang,Confirmed,Observations,Reported,3,1904,4,22,1905,5,27
15439,Marapi,Confirmed,Observations,Reported,1,1904,4,18,1904,4,18
16548,Banua Wuhu,Confirmed,Observations,Reported,2,1904,4,17,1904,4,18
18963,Mutnovsky,Confirmed,Observations,Reported,2,1904,4,2,1904,6,26
16851,Taal,Confirmed,Observations,Reported,1,1904,4,,1904,7,15
14046,Nyamulagira,Confirmed,Observations,Reported,2,1904,4,,1904,5,16
14194,Karthala,Confirmed,Observations,Reported,2,1904,2,25,1904,4,
19431,Klyuchevskoy,Confirmed,Observations,Reported,2,1904,1,31,1904,6,14
10690,Santa Ana,Confirmed,Observations,Reported,2,1904,1,12,1904,1,26
13574,Semeru,Confirmed,Observations,Reported,2,1904,1,2,1904,1,16
16186,Batur,Confirmed,Observations,Reported,2,1904,,,,,
16311,Iliboleng,Confirmed,Observations,Reported,2,1904,,,,,
16728,Kanlaon,Confirmed,Observations,Reported,2,1904,,,,,
14005,"Lengai, Ol Doinyo",Confirmed,Observations,Reported,0,1904,,,,,
19299,Tolbachik,Confirmed,Observations,Reported,2,1904,,,,,
19717,Kanaga,Confirmed,Observations,Reported,0,1904,,,,,
10457,Colima,Confirmed,Observations,Reported,1,1904,,,1906,,
12138,Villarrica,Confirmed,Observations,Reported,2,1904,,,,,
11733,Santiago,Confirmed,Observations,Reported,0,1904,,,1906,12,15
16379,Nila,Confirmed,Observations,Reported,2,1903,12,8,,,
16121,Raung,Confirmed,Observations,Reported,2,1903,11,28,1904,1,
10073,Kilauea,Confirmed,Observations,Reported,0,1903,11,25,1904,1,10
10809,Izalco,Confirmed,Observations,Reported,2,1903,11,,1905,3,
15802,Sundoro,Confirmed,Observations,Reported,2,1903,10,17,1903,10,21
11586,Cotopaxi,Confirmed,Observations,Reported,3,1903,9,26,1904,12,
10213,Mauna Loa,Confirmed,Observations,Reported,0,1903,9,1,1903,12,7
17153,Kirishimayama,Confirmed,Observations,Reported,2,1903,8,29,1903,11,25
17765,Asamayama,Uncertain,Uncertain,Unspecified,2,1903,5,28,1903,6,30
12042,Llaima,Confirmed,Observations,Reported,2,1903,5,12,1903,5,14
16850,Taal,Confirmed,Observations,Reported,2,1903,4,,,,
13573,Semeru,Confirmed,Observations,Reported,2,1903,3,26,1903,6,
16917,Io-Torishima,Confirmed,Observations,Reported,2,1903,3,15,1903,8,26
10456,Colima,Confirmed,Observations,Reported,3,1903,2,15,1903,10,30
13154,Erebus,Confirmed,Observations,Reported,0,1903,1,1,,,
11951,"Azul, Cerro",Uncertain,Uncertain,Unspecified,2,1903,1,,,,
12366,Soufriere Guadeloupe,Uncertain,Uncertain,Unspecified,2,1903,,,,,
10625,Santa Maria,Confirmed,Observations,Reported,2,1903,,,1913,,
14310,"Fournaise, Piton de la",Confirmed,Observations,Reported,0,1903,,,,,
13929,Erta Ale,Uncertain,Uncertain,Unspecified,2,1903,,,,,
14615,Ruapehu,Confirmed,Observations,Reported,2,1903,,,,,
15367,Hunter Island,Confirmed,Observations,Reported,0,1903,,,,,
15891,Merapi,Confirmed,Observations,Reported,2,1902,12,,1904,6,20
12823,Thordarhyrna,Confirmed,Observations,Reported,4,1902,12,,1904,1,12
12885,Bardarbunga,Confirmed,Uncertain,Unspecified,2,1902,12,,1903,6,
14815,Savaii,Confirmed,Observations,Reported,1,1902,10,30,1902,11,17
10624,Santa Maria,Confirmed,Observations,Reported,6,1902,10,24,1902,11,12
14309,"Fournaise, Piton de la",Confirmed,Observations,Reported,2,1902,8,13,1902,8,18
18368,Izu-Torishima,Confirmed,Observations,Reported,3,1902,8,7,1902,8,24
17764,Asamayama,Confirmed,Observations,Reported,2,1902,8,5,1902,8,20
17827,Kusatsu-Shiranesan,Confirmed,Observations,Reported,1,1902,7,15,1902,9,24
20413,Wrangell,Confirmed,Observations,Reported,2,1902,7,15,,,
11020,Masaya,Confirmed,Observations,Reported,2,1902,7,15,1903,11,
11092,Rincon de la Vieja,Uncertain,Uncertain,Unspecified,2,1902,6,22,,,
10072,Kilauea,Confirmed,Observations,Reported,0,1902,6,3,1903,3,5
11801,Tutupaca,Uncertain,Observations,Reported,2,1902,6,,1902,11,
10808,Izalco,Confirmed,Observations,Reported,2,1902,5,10,1902,12,30
12995,Sao Jorge,Confirmed,Observations,Reported,0,1902,5,7,1902,5,8
12453,Soufriere St. Vincent,Confirmed,Observations,Reported,4,1902,5,6,1903,3,30
15801,Sundoro,Confirmed,Observations,Reported,1,1902,5,1,1902,5,25
12430,Pelee,Confirmed,Observations,Reported,4,1902,4,23,1905,10,5
14045,Nyamulagira,Confirmed,Observations,Reported,0,1902,4,22,,,
11001,Momotombo,Confirmed,Observations,Reported,2,1902,3,31,,,
16120,Raung,Confirmed,Observations,Reported,2,1902,2,16,1902,2,27
10071,Kilauea,Confirmed,Observations,Reported,0,1902,2,14,1902,2,
17763,Asamayama,Confirmed,Observations,Reported,2,1902,2,7,1902,2,7
15890,Merapi,Confirmed,Observations,Reported,1,1902,2,3,1902,2,3
16727,Kanlaon,Confirmed,Observations,Reported,2,1902,1,31,,,
20384,Redoubt,Confirmed,Observations,Reported,3,1902,1,18,,,
14093,Nyiragongo,Confirmed,Observations,Reported,1,1902,,,,,
16796,Mayon,Confirmed,Observations,Reported,1,1902,,,,,
15644,Salak,Confirmed,Observations,Reported,2,1902,,,1903,,
19778,Seguam,Confirmed,Observations,Reported,3,1902,,,,,
18051,Akita-Komagatake,Confirmed,Observations,Reported,1,1902,,,,,
11050,Concepcion,Confirmed,Observations,Reported,2,1902,,,,,
11328,Purace,Confirmed,Observations,Reported,2,1902,,,,,
11854,Lascar,Confirmed,Observations,Reported,2,1902,,,,,
21003,Villarrica,Confirmed,Sidereal,Varve Count,2,1902,,,,,
19096,Avachinsky,Confirmed,Observations,Reported,2,1901,7,7,1901,7,13
14308,"Fournaise, Piton de la",Confirmed,Observations,Reported,2,1901,7,4,1901,7,6
16214,Rinjani,Confirmed,Observations,Reported,2,1901,6,1,1901,6,2
15952,Kelud,Confirmed,Observations,Reported,3,1901,5,22,1901,5,23
16418,Banda Api,Confirmed,Observations,Reported,2,1901,5,18,,,
11894,Tupungatito,Confirmed,Observations,Reported,2,1901,4,,,,
14307,"Fournaise, Piton de la",Confirmed,Observations,Reported,2,1901,2,21,1901,2,25
13584,Soputan,Confirmed,Observations,Reported,2,1901,2,4,,,
13572,Semeru,Confirmed,Observations,Reported,2,1901,1,29,1901,1,30
16576,Dukono,Confirmed,Observations,Reported,2,1901,,,,,
14092,Nyiragongo,Confirmed,Observations,Reported,1,1901,,,,,
14044,Nyamulagira,Confirmed,Observations,Reported,2,1901,,,,,
18914,Iliinsky,Confirmed,Observations,Reported,3,1901,,,,,
20124,Pavlof,Confirmed,Observations,Reported,2,1901,,,,,
16213,Rinjani,Confirmed,Observations,Reported,2,1900,11,30,1900,12,2
15559,Dempo,Confirmed,Observations,Reported,2,1900,10,26,1900,10,27
17826,Kusatsu-Shiranesan,Confirmed,Observations,Reported,1,1900,10,1,1900,10,1
17912,Adatarayama,Confirmed,Observations,Reported,2,1900,7,17,1900,7,17
15558,Dempo,Confirmed,Observations,Reported,2,1900,6,4,1900,6,4
20412,Wrangell,Confirmed,Observations,Reported,2,1900,6,,,,
14306,"Fournaise, Piton de la",Confirmed,Observations,Reported,0,1900,5,11,1900,5,30
16658,Gamalama,Uncertain,Uncertain,Unspecified,1,1900,5,,1900,6,4
13571,Semeru,Confirmed,Observations,Reported,2,1900,3,29,1900,4,11
16795,Mayon,Confirmed,Observations,Reported,2,1900,3,1,1900,3,6
13153,Erebus,Uncertain,Uncertain,Unspecified,2,1900,2,,,,
17762,Asamayama,Confirmed,Observations,Reported,2,1900,1,22,1901,10,
14508,Okataina,Confirmed,Observations,Reported,1,1900,1,,1904,11,1
14982,Langila,Confirmed,Observations,Reported,2,1900,,,,,
14091,Nyiragongo,Confirmed,Observations,Reported,1,1900,,,,,
16875,Didicas,Confirmed,Observations,Reported,0,1900,,,,,
16503,Karangetang,Confirmed,Observations,Reported,2,1900,,,,,
18481,Farallon de Pajaros,Confirmed,Observations,Reported,2,1900,,,1901,5,
18738,Raususan [Mendeleev],Uncertain,Uncertain,Unspecified,2,1900,,,,,
13213,Saunders,Confirmed,Correlation,Tephrochronology,0,1900,,,,,
12267,Huequi,Confirmed,Observations,Reported,2,1900,,,,,
11639,Tungurahua,Uncertain,Uncertain,Unspecified,2,1900,,,,,
10807,Izalco,Confirmed,Observations,Reported,2,1899,12,31,1900,3,
16004,Semeru,Confirmed,Observations,Reported,2,1899,12,,,,
10946,"Negro, Cerro",Confirmed,Observations,Reported,2,1899,11,22,1899,11,29
13765,Etna,Confirmed,Observations,Reported,2,1899,11,15,1907,8,
17072,Aira,Uncertain,Uncertain,Unspecified,1,1899,9,24,1899,9,25
20411,Wrangell,Confirmed,Observations,Reported,2,1899,9,3,,,
17911,Adatarayama,Confirmed,Observations,Reported,2,1899,8,24,1899,11,12
16003,Semeru,Confirmed,Observations,Reported,2,1899,8,11,,,
17152,Kirishimayama,Confirmed,Observations,Reported,2,1899,7,28,1900,2,16
13764,Etna,Confirmed,Observations,Reported,3,1899,7,19,1899,8,5
17761,Asamayama,Confirmed,Observations,Reported,2,1899,7,10,1899,8,7
10212,Mauna Loa,Confirmed,Observations,Reported,1,1899,7,1,1899,7,23
16334,Lewotolok,Confirmed,Observations,Reported,2,1899,6,2,,,
15660,Gede-Pangrango,Confirmed,Observations,Reported,2,1899,5,1,1899,5,14
17760,Asamayama,Confirmed,Observations,Reported,2,1899,3,11,,,
16355,Sirung,Uncertain,Uncertain,Unspecified,2,1899,3,,1899,4,
14305,"Fournaise, Piton de la",Confirmed,Observations,Reported,2,1899,2,13,1899,7,18
14043,Nyamulagira,Confirmed,Observations,Reported,1,1899,2,,,,
16002,Semeru,Confirmed,Observations,Reported,2,1899,1,17,1899,3,31
19970,Buckle Island,Confirmed,Observations,Reported,2,1899,1,12,,,
11327,Purace,Confirmed,Observations,Reported,2,1899,,,,,
16502,Karangetang,Confirmed,Observations,Reported,2,1899,,,,,
14090,Nyiragongo,Confirmed,Observations,Reported,1,1899,,,,,
14900,Manam,Confirmed,Observations,Reported,2,1899,,,,,
19840,Okmok,Confirmed,Observations,Reported,3,1899,,,,,
11153,Poas,Confirmed,Observations,Reported,1,1898,12,29,1907,12,31
17151,Kirishimayama,Confirmed,Observations,Reported,2,1898,12,26,1898,12,30
18663,Maruyama,Confirmed,Observations,Reported,2,1898,12,3,1898,12,6
14304,"Fournaise, Piton de la",Confirmed,Observations,Reported,2,1898,11,26,,,
17291,Asosan,Confirmed,Observations,Reported,2,1898,8,,1899,4,
15292,Lopevi,Confirmed,Observations,Reported,2,1898,6,3,1898,7,24
16657,Gamalama,Confirmed,Observations,Reported,2,1898,5,14,1898,5,28
16421,Colo,Confirmed,Observations,Reported,3,1898,5,2,1900,,
11434,Reventador,Confirmed,Observations,Reported,3,1898,4,8,1906,,
18962,Mutnovsky,Confirmed,Observations,Reported,2,1898,4,,1898,7,15
15249,Ambrym,Confirmed,Observations,Reported,1,1898,3,26,,,
16001,Semeru,Confirmed,Observations,Reported,2,1898,2,23,,,
19430,Klyuchevskoy,Confirmed,Observations,Reported,2,1898,2,20,,,
17150,Kirishimayama,Confirmed,Observations,Reported,2,1898,2,8,1898,3,11
16101,Lamongan,Confirmed,Observations,Reported,2,1898,2,5,1898,2,15
14303,"Fournaise, Piton de la",Confirmed,Observations,Reported,2,1898,1,14,1898,1,20
13566,Tongariro,Confirmed,Observations,Reported,2,1898,1,,,,
15038,Ulawun,Confirmed,Observations,Reported,3,1898,,,,,
14089,Nyiragongo,Confirmed,Observations,Reported,1,1898,,,,,
19649,Changbaishan,Confirmed,Observations,Reported,2,1898,,,,,
20069,Shishaldin,Confirmed,Observations,Reported,2,1898,,,,,
11853,Lascar,Confirmed,Observations,Reported,2,1898,,,1900,,
11978,"Chillan, Nevados de",Confirmed,Observations,Reported,2,1898,,,,,
12137,Villarrica,Confirmed,Observations,Reported,2,1897,12,1,1898,2,1
11341,Dona Juana,Confirmed,Observations,Reported,4,1897,11,1,1906,,
16656,Gamalama,Confirmed,Observations,Reported,1,1897,9,7,1897,9,24
17825,Kusatsu-Shiranesan,Confirmed,Observations,Reported,2,1897,7,8,1897,8,16
10070,Kilauea,Confirmed,Observations,Reported,0,1897,6,24,1897,6,27
15334,Kuwae,Confirmed,Observations,Reported,1,1897,5,25,1901,,
16794,Mayon,Confirmed,Observations,Reported,4,1897,5,23,1897,7,23
15118,Bagana,Confirmed,Observations,Reported,2,1897,5,16,,,
17149,Kirishimayama,Confirmed,Observations,Reported,2,1897,5,3,1897,9,4
13968,"Barrier, The",Confirmed,Observations,Reported,2,1897,5,,,,
16119,Raung,Confirmed,Observations,Reported,2,1897,4,,,,
15196,Tinakula,Confirmed,Observations,Reported,2,1897,3,26,,,
17290,Asosan,Confirmed,Observations,Reported,2,1897,2,24,,,
17984,Zaozan [Zaosan],Uncertain,Uncertain,Unspecified,1,1897,1,14,1897,1,14
14302,"Fournaise, Piton de la",Confirmed,Observations,Reported,0,1897,1,5,1897,1,24
16000,Semeru,Confirmed,Observations,Reported,2,1897,1,1,1897,1,3
11893,Tupungatito,Confirmed,Observations,Reported,2,1897,1,,1897,4,12
11732,Santiago,Confirmed,Observations,Reported,0,1897,,,,,
12822,Grimsvotn,Confirmed,Uncertain,Unspecified,2,1897,,,,,
16185,Batur,Confirmed,Observations,Reported,2,1897,,,,,
15889,Merapi,Confirmed,Observations,Reported,2,1897,,,,,
13565,Tongariro,Confirmed,Observations,Reported,2,1897,,,,,
19574,Sheveluch,Confirmed,Observations,Reported,2,1897,,,1898,,
17148,Kirishimayama,Confirmed,Observations,Reported,2,1896,12,21,,,
19429,Klyuchevskoy,Confirmed,Observations,Reported,2,1896,12,,1897,11,
13564,Tongariro,Confirmed,Observations,Reported,2,1896,11,,1896,12,26
16100,Lamongan,Confirmed,Observations,Reported,2,1896,9,5,1896,9,19
17932,Azumayama,Uncertain,Uncertain,Unspecified,1,1896,9,5,1896,9,19
17983,Zaozan [Zaosan],Uncertain,Uncertain,Unspecified,1,1896,9,1,,,
16793,Mayon,Confirmed,Observations,Reported,2,1896,8,31,1896,9,27
16655,Gamalama,Uncertain,Uncertain,Unspecified,1,1896,8,3,1896,8,4
16118,Raung,Confirmed,Observations,Reported,2,1896,8,,,,
10069,Kilauea,Confirmed,Observations,Reported,0,1896,7,11,1896,9,25
15672,Tangkuban Parahu,Confirmed,Observations,Reported,2,1896,5,22,1896,5,23
15999,Semeru,Confirmed,Observations,Reported,2,1896,5,,1896,6,
10211,Mauna Loa,Confirmed,Observations,Reported,0,1896,4,21,1896,5,6
17982,Zaozan [Zaosan],Confirmed,Observations,Reported,1,1896,3,8,1896,3,8
10715,Fuego,Confirmed,Observations,Reported,2,1896,1,10,,,
10068,Kilauea,Confirmed,Observations,Reported,0,1896,1,3,1896,1,28
10372,Socorro,Uncertain,Uncertain,Unspecified,2,1896,,,,,
18311,Myojinsho,Confirmed,Observations,Reported,2,1896,,,,,
16042,Tengger Caldera,Confirmed,Observations,Reported,2,1896,,,,,
14507,Okataina,Confirmed,Observations,Reported,1,1896,,,,,
14042,Nyamulagira,Confirmed,Observations,Reported,1,1896,,,,,
12266,Huequi,Confirmed,Observations,Reported,2,1896,,,,,
16654,Gamalama,Confirmed,Observations,Reported,1,1895,12,19,1895,12,19
17981,Zaozan [Zaosan],Confirmed,Observations,Reported,2,1895,8,22,1895,9,28
21085,Akutan,Confirmed,Observations,Reported,2,1895,8,1,1895,8,14
16792,Mayon,Confirmed,Observations,Reported,2,1895,7,20,1895,11,26
17147,Kirishimayama,Confirmed,Observations,Reported,2,1895,7,16,1896,6,26
15557,Dempo,Confirmed,Observations,Reported,2,1895,7,2,1895,9,30
16547,Banua Wuhu,Confirmed,Observations,Reported,2,1895,7,,1895,12,26
14944,Karkar,Confirmed,Observations,Reported,2,1895,6,17,1895,8,
15998,Semeru,Confirmed,Observations,Reported,2,1895,5,22,1895,10,1
14614,Ruapehu,Confirmed,Observations,Reported,2,1895,3,10,1895,3,14
17931,Azumayama,Confirmed,Observations,Reported,1,1895,3,8,1895,9,13
17980,Zaozan [Zaosan],Confirmed,Observations,Reported,1,1895,2,15,1895,3,22
15005,Dakataua,Confirmed,Correlation,Anthropology,2,1895,,,,,
13967,"Barrier, The",Confirmed,Observations,Reported,2,1895,,,,,
11918,San Jose,Confirmed,Observations,Reported,2,1895,,,1897,,
12041,Llaima,Confirmed,Observations,Reported,2,1895,,,1896,,
11585,Cotopaxi,Confirmed,Observations,Reported,2,1895,,,,,
11508,Sumaco,Confirmed,Observations,Reported,2,1895,,,,,
11152,Poas,Confirmed,Observations,Reported,1,1895,,,,,
14738,Fonuafo'ou,Uncertain,Uncertain,Unspecified,0,1894,12,,,,
20502,Rainier,Uncertain,Observations,Reported,1,1894,11,21,1894,12,24
12253,Calbuco,Confirmed,Observations,Reported,2,1894,11,16,1895,,
15719,Galunggung,Confirmed,Observations,Reported,3,1894,10,17,1894,12,
15248,Ambrym,Confirmed,Observations,Reported,3,1894,10,15,1895,2,10
15888,Merapi,Confirmed,Observations,Reported,1,1894,10,,,,
19095,Avachinsky,Confirmed,Observations,Reported,2,1894,10,,1895,2,
18622,Shikotsu,Confirmed,Observations,Reported,2,1894,8,17,1894,8,17
14301,"Fournaise, Piton de la",Confirmed,Observations,Reported,2,1894,8,,,,
18768,Kolokol Group,Confirmed,Observations,Reported,2,1894,7,25,1894,7,26
17979,Zaozan [Zaosan],Confirmed,Observations,Reported,2,1894,7,3,1894,7,3
